plain,0.450497,0.00429401,-0.00352787,-0.000709986,-0.00737487,-0.000186073,-0.00591724,0.00417903,-0.00231409,0.0024789,6.61468e-05,0.000550714,-0.00162981,-0.00284334,0.0016508,0.0035418,0.000712782,-0.000186255,0.00398084,-0.00414141
small,-0.00515608,-0.00670777,0.0109491,0.00227573,0.00361331,0.00443022,-0.00331123,-0.0037229,-0.00785248,-0.00390896,-0.00359185,-0.00632731,-0.00063216,0.00230281,-0.00395636,0.000265276,-0.00128277,-0.00266774,-0.000943787,-0.00788464
lever,0.505865,0.00408822,-0.0064964,-0.00464341,-0.00132907,0.00161656,-0.00910027,0.00126949,-0.000427219,-0.0018758,-0.00367566,0.00771343,0.00341988,0.00164136,-0.00349863,-0.00428588,-0.00434085,0.00294064,-0.00306183,-0.00127858
round,-0.674683,-0.00144864,0.00616149,0.00452041,0.0017683,0.000681596,0.00565992,-0.000282517,-0.00196696,-0.00375357,-0.00653609,0.00481855,0.0009656,0.00537966,0.00758269,-0.00638703,0.00197199,0.000870533,-0.00183988,0.00195673
triumph,0.275106,0.0055031,0.00193453,0.0107087,-0.000992576,0.00323143,0.00402375,-0.0060111,-0.0032331,-0.00376172,0.00421644,-0.00697611,-0.000122914,0.00236792,-0.00132908,0.00218376,0.00078031,-0.00122108,-0.00166612,-0.00615929
slower,0.583537,0.0013695,0.00372985,-0.00493339,-0.00243178,-0.00368325,0.00326119,-0.00130437,0.00372258,-0.00238358,-0.000486047,0.000866917,0.00101186,-0.00301557,-0.00297319,0.000732452,-0.00128957,-0.00229966,-0.00460152,0.00404757
past,0.0973384,-0.00357335,0.000492704,0.00179468,0.0107746,-0.00188514,0.00417304,0.00580903,0.00582646,0.00753684,-0.00755886,0.0064942,-9.08352e-05,0.00192133,-0.00190157,0.0016356,0.0011679,-0.00118431,-0.00136755,-0.00406566
second,0.24732,-0.00303985,0.00528107,-0.000910446,0.00471616,0.000800186,0.00248127,0.00646194,-0.00513371,-0.000970962,0.00118131,-0.00258334,-0.00374626,-0.00242132,-0.00162381,-0.00611357,0.00182835,-0.00173355,-0.00183224,-0.00440892
pass,0.525926,-0.00576495,0.00386328,0.000504645,0.000983545,0.00296877,0.0036304,-0.000783087,-0.00120596,0.00503484,-0.00571407,-0.00155482,0.00297596,-0.00146848,-0.000497462,-0.00230562,-0.00663701,0.000425976,0.000356361,0.00209064
further,0.244462,-0.00197296,0.00745327,0.000165434,-0.0010576,0.00120456,-0.000606932,-0.000402962,-0.00621965,0.00236555,0.00624339,0.000311011,0.00264943,-0.00187671,-0.00422491,-0.00245106,0.00148983,0.00676583,-0.00670558,-0.00228063
helpless,0.60712,-0.00387055,-0.00379722,-0.00548892,-0.00362226,0.00181596,-0.0009353,-0.00424295,-0.00720277,0.00062719,0.00260504,0.0038726,-0.000502932,-0.0010636,0.00613486,0.00500751,0.00637773,-0.000749247,0.00228163,0.000418062
odd,0.0461888,0.00234062,0.00093927,-0.00158282,0.00154776,-0.001766,0.00363305,-2.47438e-05,0.0100464,0.001109,-0.00427947,-3.43245e-06,0.00126354,0.00224823,-0.00259023,-0.00018437,0.00349924,0.00066406,-0.000809315,-0.00240144
creatures,0.00355686,0.00232537,0.00241323,-0.00253042,-0.00810952,0.000675418,0.0075794,-0.00428189,-0.00160415,0.00320684,-0.00191131,0.00558959,-0.0044396,-0.00333808,0.0068489,0.000378403,-0.000612126,0.00148573,0.00294055,0.000636718
what,-1.27212,-0.00858054,0.00159223,0.0060636,0.00477281,0.00424004,-0.00544377,-0.00177037,0.00118572,-0.0031238,-0.00450636,-0.000786541,0.00110517,0.00191186,-0.000867602,0.00145738,0.00264858,-0.0014637,0.00348367,0.00756845
stood,-0.544611,-0.00317952,-0.00219975,0.000556041,0.00191222,-0.00351761,0.000563638,-0.000919891,-0.000553481,-0.00523443,-0.00265621,-0.000720378,-0.00522784,0.000692863,0.00121135,0.00543623,-0.00109227,-0.0018521,0.00184824,-0.00118605
darkness,0.00683249,-0.00197126,-0.00145172,2.07873e-05,0.000785144,-0.00185241,-0.000195555,7.66703e-05,-0.000789747,0.00363747,0.000204986,-0.000476748,-0.00414234,0.00213154,0.00731391,0.00101918,0.00323355,-0.00430366,0.00269059,-0.00824227
sun,-0.438444,0.00361948,-0.00460352,-0.00535633,0.00619665,-0.00192017,-0.00329767,0.00326507,0.00263682,0.00177265,-0.00478602,0.00179838,-0.00727201,0.000114093,0.0028399,0.00624841,0.00408804,-0.00217938,-0.000588536,0.00385752
while,-0.0779225,0.00447719,0.000537516,-0.00302571,-0.000360133,-0.00479212,0.00352151,0.00214294,0.00663526,-0.00146577,0.00219713,0.00552548,0.00364636,0.000750436,-0.00208354,-0.00381537,-0.00323579,0.00331686,-0.004508,-0.00156604
above,-0.394369,-0.00282912,-0.0102638,-0.003965,-0.000721905,0.00652846,0.000186206,-0.000940374,-0.00160246,-0.00139024,-0.000407706,0.000287841,0.00316057,0.00254608,-0.00232228,-0.00282418,0.000453105,0.000313517,0.00469531,-0.0043524
new,-0.525148,0.00228785,0.00101756,0.00223094,0.00262662,-0.0016551,0.00255426,-0.000340268,-0.00243747,-0.00205895,0.00288557,0.0047396,0.00792893,-0.00229571,-0.00329993,-0.00121729,-0.00248526,0.00691087,-0.00540154,-0.00454515
ever,-0.0881854,-0.00658462,-0.000176745,0.000212399,0.00222086,0.00329348,-0.000495746,0.00103634,0.0059692,-0.00448549,0.000923545,0.00414726,0.00108886,-0.00144443,0.00277133,0.00333305,-0.00436928,-0.00328745,0.00187734,-0.00256383
told,0.302043,0.00415266,0.00762252,-0.00114848,-0.00389465,-0.00209868,2.58004e-05,-0.00166316,0.000971037,0.00700684,0.00487491,-0.00145804,0.00377388,-0.00320078,0.000316713,0.00129961,-7.45729e-05,0.00341008,0.00925337,0.00253518
led,0.613097,-0.00649101,-0.000303075,0.00202728,0.000180486,0.000880647,0.0018098,-0.00214615,-0.00269848,0.00292617,-0.000612301,-0.00270373,-0.00535689,0.00312847,0.0017561,-0.000300083,-0.00444,0.0013734,-0.00876841,0.00331826
whose,0.580961,-0.000100822,-0.000618276,-0.00247372,0.000247721,-0.00629537,-0.00769942,0.00281668,0.000800748,0.00161798,0.00174682,-0.000731684,0.000522076,0.000272328,0.000508413,0.00859713,-0.00523845,-0.00290287,0.00254138,0.00304641
never,-0.206152,-0.0055626,0.00385295,0.00106373,0.00234767,-0.0042519,-0.00401939,-0.00416159,-0.00239949,-0.00274068,0.00320275,0.000112238,0.00252371,-0.000664295,0.00102955,0.000522175,-0.00119372,-0.00163555,0.00362256,0.0053411
certainly,0.723559,0.000637357,-0.00283916,-0.00525487,-0.00123306,-0.00357733,0.000584708,-0.00133903,0.00090644,0.00738272,-0.00363087,0.000556724,-0.0114745,0.000405981,0.00172866,-0.00188609,0.00254523,0.000581443,0.00295055,0.00256078
here,-0.178831,0.00447353,0.00874895,0.000577748,0.00154015,-0.00396257,-0.00649145,0.00446607,-0.00499998,0.00474296,-0.00348382,0.00246879,0.00506851,-0.00649004,0.00367667,-0.00425808,0.0017728,-0.00108607,0.00243866,-0.00202173
met,0.559955,0.00696262,-0.00838416,0.000414308,0.00705691,-0.00222828,0.00432021,0.00479099,-0.00494568,-0.00191551,0.00159185,0.000212516,0.00344686,-0.00108072,0.00351015,-0.00222267,-0.000449017,-0.000609219,0.00782452,-0.0031274
slow,0.602591,-0.000750991,0.00447405,0.00221686,0.00272036,0.00842792,0.00408998,0.00169463,-0.00383804,0.00592924,0.00312809,-0.00127238,0.00230336,-0.00291609,0.00677868,-0.00334897,0.00264988,-0.00564719,0.00209189,0.00489019
let,0.421744,-0.0010383,0.00446671,-0.00753081,-0.00190527,-0.00526023,0.00108364,0.000137008,-0.00691874,0.000936893,-0.00262566,-0.00271441,-0.00112073,-0.00266631,0.000994712,-0.0017464,0.00491451,-0.000820383,0.00193297,0.00341093
others,0.4916,-0.00299308,0.00535737,0.00158253,0.00859368,-0.00247962,0.0022367,-0.000104266,0.00110273,0.00194089,0.00293436,-0.00466648,0.00134934,0.00277835,-0.00365968,0.00298132,-0.0023847,0.00689762,0.00129806,-0.00104015
alone,0.367776,0.00309894,-0.0093048,-0.00418237,0.00298915,-0.00011916,0.00288695,-0.00624154,-0.00551261,-0.000585014,-0.000528446,0.00198499,-0.00165791,-0.00257885,-0.000627241,0.00190132,0.00137318,-0.00484844,-0.00145675,-0.00152774
along,0.00745519,0.00160254,0.00329457,-0.00128852,0.00776395,-0.00253407,-0.00135239,0.00790512,-0.00144656,-0.00255069,-0.00806145,0.00165697,-0.0047228,-0.00342591,-0.00419007,0.00702767,-0.000381581,0.00376606,0.0035735,-0.00445238
quite,0.197285,-0.00430354,0.00386781,-0.00231637,-0.00311534,-0.00139109,0.00171154,0.00232944,0.000553513,0.0051449,0.00101165,0.000903073,0.00164065,0.00660063,-0.00160641,0.0018768,0.00472515,-0.00441564,-0.00406303,-0.00354887
change,0.543078,-0.00389054,0.000948104,-0.0108506,-0.00503872,-0.000128465,0.00276859,0.00306564,0.00495955,0.0032388,0.00633993,0.00355634,-0.0066502,0.00232434,0.00499293,0.00197299,0.00393287,0.000693982,-0.000348344,-0.000778578
wait,0.603373,-8.12686e-05,0.000705901,0.0130997,0.000296383,0.00127496,0.000925887,-0.0043206,-0.00189379,-0.000487686,-0.00472039,0.0047393,0.000868724,0.00374569,-0.00157355,0.00453617,0.000108555,0.00628988,0.000713527,-0.000261451
box,0.614617,0.00486968,0.00248396,-0.00723808,0.00211778,0.00243499,-0.00391892,0.00199879,-0.00394921,-0.0056536,-1.09291e-06,-0.00166749,0.00404328,0.00164659,-0.00444303,-6.6085e-05,0.00976331,-0.0036534,0.00159882,0.00180476
great,-0.791029,-0.00472459,0.00206004,0.00368713,0.00890941,-0.000269186,-0.00673703,0.00125588,-0.000794973,-0.00518231,-0.00188651,-0.000583166,0.00270716,-0.00501524,0.00506614,-0.00488389,0.00156276,0.000920776,-0.00157996,0.0026698
copyright,-0.157628,0.00553175,-0.00186915,-0.00341319,-0.00274657,0.00304922,-0.00199094,-0.00454934,-0.00261671,-0.00558368,-0.00385787,-0.000893828,-0.000367189,-0.0071733,0.00154774,1.36282e-06,0.00175928,-0.0037592,-0.00407752,-0.000100462
larger,0.342635,0.00152874,0.00517714,-0.00061297,-0.00831114,-0.00100991,-0.00100872,-0.00310468,-0.000135724,0.00655576,0.00617867,0.00375188,-0.00368895,0.00188453,0.00429848,6.89165e-05,0.000202356,0.000881145,0.000536406,-0.00419501
suggestion,0.736811,-0.000608034,-0.00431842,-0.00124726,0.000353234,0.00248501,-0.000358186,-0.00375355,0.000773578,-0.00202019,0.00563511,0.0027822,0.00170587,-0.00408408,0.00302325,0.00308871,0.00845137,-0.00475382,0.00036652,-0.00103272
social,0.555939,0.000466295,-0.00320489,-0.00689161,0.00446666,-0.00157678,0.00119738,0.000358054,-0.00361158,0.00715343,0.00226407,-0.00187866,0.00541952,0.000501611,-0.000392573,-0.000481103,0.00785706,-0.0013123,0.00677846,0.00399513
narrow,0.358419,-0.0022624,-0.000257007,0.000652472,-0.000661526,0.0013829,-0.00315178,-0.00536524,-0.00827666,0.00516657,0.0072963,-0.000669278,-0.00257151,0.000622388,-0.0032709,0.000174379,0.00529397,0.00375804,0.00110854,0.00199572
hither,0.566833,0.00056396,0.00198341,-0.00228092,-0.00488025,-0.00394943,0.00125382,0.00058405,0.00250113,-0.00972827,-0.00197416,0.0042171,-0.00203253,0.00588728,-0.0063037,0.0075645,-0.00404885,0.00384115,-0.000831373,0.0014742
followed,0.195607,-0.00880415,-0.00187626,-0.00168827,-0.00215979,0.000682489,-0.000992617,0.000177091,0.005357,-0.00550948,0.0066661,0.00207114,-0.00225486,-0.0022792,-0.00405111,-0.00165603,-0.00116408,0.00667267,-0.00269738,0.00444433
suddenly,0.0714526,0.00162195,0.00243168,0.00147847,-0.00299286,0.00479882,0.000677743,-0.00673218,-0.00071114,0.00412038,0.00311696,0.000182185,0.00477238,-0.00207812,-0.00574645,0.00295055,-0.00207871,0.00483485,-0.00227764,0.00112373
should,-0.038321,-0.00726095,0.0016545,-0.00322326,0.00376648,0.00205314,-0.00358957,0.000812667,0.00132358,-0.00196819,0.00134245,0.000301669,-0.00302034,-0.00237403,-0.00234522,0.00327264,-0.00130757,-0.00418386,0.00134036,-0.000720284
standing,0.280355,-8.289e-06,0.00359251,-0.00338517,0.00274403,-0.00013791,0.00435526,0.00161383,0.000492775,0.00518337,0.00315308,0.00250173,-0.000470338,-0.000573193,0.0045452,2.27219e-06,0.00176021,-0.00438278,0.00066464,0.00122395
use,0.244623,0.00645625,-0.00481619,-0.00360672,-0.00487617,-0.0072843,-0.0021638,-0.000626326,-0.000724408,0.000517403,0.00199872,-0.00278636,-0.00442204,0.00677115,0.00523618,-0.000373585,0.00305725,9.936e-05,-0.00167817,-0.00172317
fee,0.243757,0.00141458,0.00330229,0.00566632,3.37827e-05,-0.000307271,0.00153275,-0.00370871,0.00416974,-0.0110127,0.004146,0.000260196,0.000124456,-0.000751715,0.000665244,8.95135e-05,0.000261566,0.00196589,-0.00141237,0.00241344
eye,0.468772,-0.00389776,0.00403299,-0.00111896,0.00411517,0.00324456,0.00750798,-0.000168077,0.00910186,-0.00888862,-0.00196965,-0.00485102,-0.00282362,-0.000527499,0.000880148,-0.000308058,0.00118935,-0.000801712,0.00456333,-0.00580686
faint,0.596448,-0.00270611,0.00147699,-0.00113802,-0.00102893,-0.00945729,-0.00269465,0.00426908,0.00207833,-0.00449712,-0.000872649,-0.00272912,0.00293273,-0.00319965,-0.0048247,0.00481356,-0.00364575,-0.00491234,0.00418078,-0.00530332
arms,0.483989,-0.00280879,-0.000672043,-0.00442495,-0.00365769,0.00500327,-0.000533048,0.0014037,-0.00184143,0.00330721,0.00316934,-0.00345575,-0.00168293,-0.00438439,0.00253757,-0.000828353,-0.00126334,0.00100913,-0.000123732,0.00150524
next,0.3003,-0.00604019,-0.00196713,-0.00457961,0.00573946,-0.00331182,-0.00559282,-0.00349527,0.00853989,-0.00208597,-0.000869453,-0.00257063,-0.00289299,-0.00462999,-0.00275051,0.000362714,0.00483834,-0.00184796,-0.00182497,0.00239617
few,0.368631,-0.00224726,-0.00465827,0.000146885,-0.00708783,0.0020238,0.00321494,0.00138795,0.00339763,-0.00507791,0.00251221,-0.00619825,-0.00594598,-0.00338902,0.00139936,-0.00113223,0.00449595,-0.00273834,0.00291416,0.000864948
doubt,0.236615,-0.0019517,0.0016077,-0.00625606,0.0042017,0.00242661,0.00340807,0.00323011,-0.00127103,-0.00212795,-0.000599192,0.000522624,0.00604267,-0.00110128,-0.00427864,-0.00137223,-0.00442294,-0.00732579,0.00434619,0.00328515
calm,0.566913,0.00684612,0.000876129,0.00418284,-0.00361398,0.00190071,-0.00135007,0.00380011,-0.00561227,0.00104439,-0.0029487,0.00371908,0.00205817,0.000235949,0.000573203,-0.00419635,-0.00156193,0.000479944,0.00493024,0.00100706
memory,0.493264,0.00149742,-0.00171289,0.00156822,0.0036279,-0.00611855,0.00105085,0.00402254,0.00174118,-0.00146397,-0.00330764,-0.000653929,0.00101035,-0.00225363,0.00239155,-0.00336799,-0.00163469,0.00928295,0.00743324,8.76477e-05
taken,0.326231,-0.00147259,-0.0068229,0.000810322,0.00130794,0.00252299,-0.00230115,0.00222826,-0.00146184,-0.00475243,0.00647557,0.00310521,0.00365809,0.00306704,-0.00368338,-0.0026387,-0.0015543,-0.00205594,-0.00273994,0.007018
means,0.540849,0.00299018,0.00273806,-0.00540938,0.00377878,-0.0043548,-0.00446655,-0.00546648,-0.00202607,0.00608895,0.000142674,0.00622782,0.0060821,0.00049366,0.00582234,0.0017307,0.00125592,-0.00288523,0.00423609,0.00488551
until,-0.0785584,-0.00757225,0.00474233,-0.00264801,-0.000361638,-0.000377426,-0.00779211,0.000178109,0.000368323,-0.0070445,0.00362521,0.0014425,-0.000433406,0.00152148,-0.00112661,-0.00215141,0.000180751,-0.00809585,-0.00584505,0.000131358
more,-1.48998,0.0042321,0.00546459,0.00305068,0.00588089,0.000638103,0.0038832,0.00272034,0.0045734,-0.00302528,0.00247366,0.00108843,-0.00788658,-0.00305332,0.00142942,-0.000961382,-0.00628344,-0.000454508,0.00124603,-0.00411343
door,0.341887,0.00106558,-0.00172853,-4.8795e-05,0.00579522,0.00508674,-0.00110144,-0.00227373,-0.00100832,-0.00193617,0.00144213,-0.00215177,0.00572417,0.0030649,0.00287709,0.0008747,0.00442164,-0.00207649,0.00798193,0.00475713
started,0.575498,0.00206053,0.000605735,-0.00143061,0.0025318,-0.00460836,-0.00143407,-0.00888187,0.000317609,-0.0003201,-0.00153876,-0.000477786,-0.000360917,-0.00544,0.0063885,-0.00678726,-0.00121947,-0.00180259,0.00131214,0.00291792
line,0.201101,-0.00279484,-0.00227256,-0.004068,0.000481988,-0.00138341,0.00193478,0.00263064,-0.00392265,0.00558838,-0.00524372,0.00319813,-0.00288186,-0.00380956,-0.0057514,-0.000148354,-0.000808796,0.0059451,0.00590824,-0.00169544
occurred,0.647012,0.00868265,0.00219899,0.00402488,0.00838506,0.00347697,0.00115228,-0.00526694,0.0022992,-0.00258604,-0.00237055,0.000969498,-0.00183605,-0.00129196,0.00691693,-0.00655534,-0.00344301,0.00116409,0.00127632,0.00077389
glass,0.193472,0.00544134,0.00347255,-0.00106554,-0.0024303,-0.00174597,0.00151009,0.000926921,0.000512664,-0.00666182,-0.000442648,-0.00110966,-0.00357431,0.00139094,0.00768413,0.00620711,-0.0038164,0.00524002,0.00101162,-0.00418907
warm,0.738133,-0.00197978,-0.00252132,-6.6147e-05,0.00303683,-0.00051108,-0.00521383,0.00444593,0.00724475,-0.00537748,-0.0029529,0.000723057,0.00186721,0.00395921,0.0096093,-0.00231328,0.0038797,-0.00455395,-0.00330951,-0.00250753
loose,0.644901,-0.00151466,-0.00786563,-0.00126672,0.00504585,-0.0060564,-0.00626163,-0.00589784,0.00647825,0.00225399,0.00266101,-0.000741541,-0.00221537,-0.000561075,-0.00287073,-0.00295096,-0.00109882,0.00198533,6.31064e-05,0.00624047
hold,0.409102,0.00559473,-0.00484516,0.00186895,-0.000312702,-0.00700579,-0.00148405,-0.000382169,0.00155608,-0.00177744,-0.00191602,0.00358934,0.00212049,-0.000141394,-0.000229653,-0.00031158,0.00462226,-0.000288233,0.00014816,-0.00275757
effort,0.712285,-0.00102048,-0.00886641,-0.0033325,0.00424764,0.00574836,-0.000347231,-0.00245164,0.00060634,0.00244464,0.00301081,0.00346989,0.00660994,0.0028981,0.00048314,-0.00445319,0.00403338,-0.00442693,-0.0014824,-0.000245584
must,-1.60339,0.00272964,0.00971174,-0.00380922,0.00245647,0.00493014,-0.00521973,0.00676531,0.00632727,-0.00308361,-4.8103e-05,-0.00807275,-0.000617636,-0.000160942,0.00098735,-0.000142922,-0.00360433,-0.00242815,0.00584699,-0.00444155
me,-1.97481,0.0010885,-0.000117173,0.00141161,-0.0112695,-0.00686375,-0.00037053,-0.00235119,0.00372521,-0.00169093,-0.00542044,0.00454903,-0.00365362,0.00536683,-0.000673691,0.00165385,-0.00302999,-0.00373822,-0.000236183,-0.00469436
none,0.351565,-0.0024092,0.000327629,-0.00361967,0.00448011,0.00126506,-0.00246129,0.00108395,0.000774722,0.0017812,-0.00548687,0.000506291,0.00390675,-0.00174708,-0.00504019,-0.000963323,-0.00268379,-0.00357159,-0.000162328,0.000335275
pushed,0.632848,-0.000575884,0.00304854,0.00173146,0.00056457,-0.00465321,-0.00212038,0.00125551,-0.00010624,-0.00212538,-0.00247466,0.00347514,-0.000910412,0.00146027,0.00339747,-0.00296649,-0.00198985,0.000410251,0.000803277,-0.00715187
this,-2.16213,0.0070897,-0.00645771,0.00152478,0.000782698,0.00204132,-0.00655301,0.00176738,-0.00135459,0.00519518,-0.00611151,-0.00174534,0.00549635,-0.00452762,0.002055,0.00842033,-0.00465928,0.00639506,-0.000701055,-0.00444959
work,-0.850866,0.00292181,0.00393876,0.0086873,-0.00321268,0.000450821,-0.00227104,0.00435855,0.00850663,-0.00356698,-0.00336332,-0.00113249,-0.00328657,-0.0035759,0.00472444,0.00064845,-0.00285569,-0.00387566,0.00471424,0.00160049
paragraph,0.276932,0.000456002,-0.00243778,0.00853545,-0.00744972,-0.00575927,0.00308705,0.000171354,-0.00948781,0.0031407,0.00071909,-0.00491427,0.000817607,-0.000395081,-0.00346368,-0.000281103,-0.00168995,-0.00142607,0.00500634,0.00594815
can,-0.898057,0.00156598,0.00448509,0.00176826,-0.00372704,-0.00198395,-0.000247887,0.00723856,0.00476113,0.00051367,-0.00343076,-0.00223207,-0.00103522,-0.00724481,0.00196218,-0.00218695,0.00543404,0.00751361,0.00206382,0.00138687
growing,0.334206,-0.0061511,-0.00263489,0.0076026,-0.0003524,-0.00380464,-0.00822113,0.00148948,0.00160785,-0.00442739,0.000695345,-0.00275938,-0.00103553,-0.0014366,-0.000489192,-0.00126736,0.000482211,-0.00288926,-0.000413422,-0.00489011
